total_receitas,total_despesas,saldo,percentual_meta
1.2068200243351084,0.43831357131460247,1.2566260334882284,-0.7009632136214818
-0.6465605587814538,-0.49266511064324175,-0.5975716214241598,-0.47963250304583965
-0.9469480910261947,-0.7251704374139682,-0.8741378076936455,2.618997445013151
1.6963922538375964,3.118005846266863,1.0321217258241886,-0.03697108189455529
-0.7654566716606295,-0.40937349652361094,-0.7584938044073772,-0.47963250304583965
0.9270644646194008,0.8755603534828452,0.8071758756276433,-0.5902978583336608
-0.4017744440302097,-0.6406479127408453,-0.2731582807231463,2.618997445013151
-0.5766216688525269,-0.6844136213094526,-0.46101455818921194,-0.332226249802462
-0.19195777424342908,-0.3011901356555846,-0.13194495078177454,-0.36896714775801853
1.4865755840508157,-0.3558972713663438,1.81084219224335,-0.922293924197124
-0.863371117561127,0.19322560333040134,-1.0477443034288452,-0.47963250304583965
-1.0172366754047661,0.08175981431972953,-1.1916470287954788,2.618997445013151
0.7172477948326202,-0.21912943208944588,0.8876168970041379,-0.5779033385414247
-0.47171333395913656,-0.7664743248755914,-0.3165097293691614,-0.21403565035506902
-1.1111296351343505,-0.8348582445140403,-1.0304037239704391,-0.47963250304583965
1.9062089236243769,-0.4789883267155519,2.3286511621818646,-0.332226249802462
-0.7374811156890587,-0.10971516066792755,-0.8143288646542357,-0.332226249802462
-0.8841779373149828,-0.9070716636522425,-0.748699588231796,-0.1843773351379329
1.0669422444772547,1.3400239356671904,0.8314205746852293,2.618997445013151
-0.9403038964829467,-0.5063418945709315,-0.930735532314832,-0.7009632136214818
1.346697804192962,0.6299253141415363,1.360950491850259,-0.332226249802462
-0.2968661091368194,-0.410604407077103,-0.22025345728291656,-0.21403565035506902
-1.0484294203130677,-0.6567865177755192,-1.0106948709285932,-0.25830179247019747
1.6264533639086693,3.391541524820659,0.8715608049130212,-0.42429982540192906
-0.618585002809883,-0.45081415182451096,-0.5777423476916306,0.40569033925672904
0.857125574690474,0.9862055354578554,0.6944219689177757,-0.6270387562892172
-0.36680499906574626,-0.5862143127086399,-0.24899386212601549,0.40569033925672904
-0.709505559717488,-0.657060053454073,-0.6215754791003792,-0.332226249802462
0.017858895543351534,-0.13706872852330712,0.060728154311626245,2.618997445013151
1.5215450290152792,-0.3011901356555846,1.8349263303800252,-0.14763643718237637
-0.5556400018738488,0.32862576421453027,-0.7342491053497909,-0.332226249802462
-0.9962550084260882,0.24588122145200705,-1.215731166932154,-0.03697108189455529
0.7871866847615471,-0.12339194459561734,0.9397991963002673,-0.332226249802462
-0.36680499906574626,-0.7527975409479016,-0.20010306170856515,-0.1843773351379329
-1.0937498209870122,-0.793827892730971,-1.022496098615564,-0.22687283156845622
1.9761478135533037,-0.32854370351096424,2.364777369386877,-0.5163734010013962
-0.7934322276322002,-0.21912943208944588,-0.8464410488364691,2.618997445013151
-0.9051246348486964,-0.8961302365100906,-0.7759548045564667,-0.681043449669674
1.1368811344061815,1.5314989106548476,0.8555047128219044,-0.39110021881558277
-0.8563772285682344,-0.46531154278786213,-0.8464410488364691,-0.332226249802462
1.4166366941218889,0.5213316497556796,1.4731022951067096,-0.5681647872760965
-0.597603335831205,-0.45163475886017235,-0.5534173681735888,-0.21403565035506902
-0.9679647274498372,-0.6841400856308988,-0.9103041551288859,-0.922293924197124
1.7663311437665232,3.254773685543761,1.0722619560519804,-0.14763643718237637
-0.709505559717488,-0.36793284122271086,-0.7064319258019313,-0.6695342527197405
-0.33183555410128285,0.7665563855791575,-0.6058806490813127,-0.03697108189455529
-0.36680499906574626,-0.606182417243067,-0.2431333885127579,-0.332226249802462
0.9970033545483278,-0.6707368373817628,1.341281779038641,-0.10514094075185304
-0.8144138946108782,-0.38325083922172337,-0.822356910699794,-0.332226249802462
-0.5066827789236,-0.32854370351096424,-0.48517897678634264,-0.6159722207604351
